9.142406424781289453e-02,7.577027876755394686e+00
1.057650939337445584e-01,8.403199888213514157e+00
1.523734404130216991e-01,1.152324061043406545e+01
2.115301878674888114e-01,1.491975327125191342e+01
2.635164204789904874e-01,1.767424219740296110e+01
3.172952818012333975e-01,2.024583046381411577e+01
3.692815144127347682e-01,2.254244393208971076e+01
4.212677470242364164e-01,2.465590721721511969e+01
4.732539796357377870e-01,2.658622031919034612e+01
5.270328409579808637e-01,2.842520785300077080e+01
5.808117022802238294e-01,3.008104520366100942e+01
6.345905636024669061e-01,3.164530746274616035e+01
6.865767962139681657e-01,3.302617001527083573e+01
7.403556575362111314e-01,3.440728209120580061e+01
7.923418901477127241e-01,3.569656955215538829e+01
8.461207514699556897e-01,3.680295635336507587e+01
8.998996127921984334e-01,3.800091824614986535e+01
9.518858454037000261e-01,3.901548043237417573e+01
1.005664706725942770e+00,4.012186723358386331e+01
1.054065681915961727e+00,4.095278018983741930e+01
