3.845995761351228559e-02,2.003736547226823816e+00
6.708496564125615569e-02,3.320253564781595834e+00
8.050093121829041132e-02,4.051470311298140281e+00
1.001823903410185568e-01,4.856168293673833070e+00
1.592306210262667832e-01,7.051191403288441073e+00
2.021771241410313946e-01,8.514801642091518019e+00
2.549649990366707475e-01,1.034424906583035764e+01
3.095472352450066578e-01,1.195475640158673336e+01
3.623441012137949002e-01,1.327303853779648257e+01
4.106659816325218815e-01,1.451797018767708813e+01
4.545180142572731175e-01,1.539745690121192112e+01
5.055243722304283427e-01,1.671560828789166919e+01
5.619022541904822310e-01,1.803415192316142424e+01
6.147106801104617047e-01,1.869522154683377835e+01
6.585614282961916865e-01,1.964773187287276102e+01
7.122612548969238233e-01,2.052793770882257718e+01
7.650619741827755504e-01,2.162714900751986846e+01
8.053355596943034822e-01,2.236032699698639092e+01
8.527750305054266899e-01,2.287495714706043515e+01
9.020037248731616053e-01,2.346274165916863552e+01
9.521289576777343111e-01,2.397756793353767790e+01
1.003145591163059347e+00,2.471153042018418944e+01
