2.081268582755203822e-02,8.078971950819230363e-01
4.162537165510407644e-02,2.100532707213006667e+00
6.937561942517345148e-02,3.393168219344083525e+00
8.225966303270564051e-02,4.039485975409622398e+00
1.010901883052527234e-01,4.928172889999740569e+00
1.605550049554013980e-01,7.109495316720936486e+00
2.041625371655104160e-01,8.563710267868412274e+00
2.556987115956393386e-01,1.042187381655683964e+01
3.111992071357780332e-01,1.195687848721250468e+01
3.647175421209117863e-01,1.341109343835996270e+01
4.122893954410307704e-01,1.454214951147466373e+01
4.549058473736372621e-01,1.551162614557297026e+01
5.054509415262636862e-01,1.680426165770405333e+01
5.619425173439048793e-01,1.793531773081875613e+01
6.154608523290386879e-01,1.882400464540887342e+01
6.600594648166503431e-01,1.979348127950717995e+01
7.145688800792865392e-01,2.060137847458910443e+01
7.651139742319128523e-01,2.165164482819560732e+01
8.057482656095144025e-01,2.229796258426115330e+01
8.543111992071357186e-01,2.278270090131030656e+01
9.038652130822598663e-01,2.359059809639222749e+01
9.494549058473736869e-01,2.415612613294957711e+01
1.002973240832507384e+00,2.456007473049054113e+01
