1.579565109957995483e-01,1.826663137868605347e+00
2.120088954781321755e-01,2.407380557856944492e+00
2.647743184251711845e-01,2.936987940716191403e+00
3.175397413722100826e-01,3.466595323575440091e+00
3.690182027839554180e-01,4.013175457976617011e+00
4.230705872662879896e-01,4.559851483629445923e+00
4.758360102133270542e-01,5.140520957991961737e+00
5.298883946956596258e-01,5.636134892141519970e+00
5.813668561074047947e-01,6.114632237871676423e+00
6.341322790544436927e-01,6.610198226395410437e+00
6.881846635367766529e-01,7.156874252048237572e+00
7.422370480191089470e-01,7.652488186197797582e+00
7.937155094308544490e-01,8.165026926263465157e+00
8.477678939131870761e-01,8.592558071742001147e+00
8.992463553249324670e-01,9.019993325968886921e+00
9.520117782719713651e-01,9.515559314492623599e+00
1.003490239683716423e+00,9.994056660222776500e+00
1.052394778024874800e+00,1.042139602319801384e+01
