2.164887307236063041e-02,1.089398907103824854e+01
3.825622775800713304e-02,1.958469945355191300e+01
5.901542111506524746e-02,2.643934426229508006e+01
7.769869513641752823e-02,3.133551912568305298e+01
9.638196915776986451e-02,3.525245901639343771e+01
1.482799525504152061e-01,4.222950819672129796e+01
2.001779359430605476e-01,4.651366120218579425e+01
2.458481613285884437e-01,4.969617486338797363e+01
2.977461447212338408e-01,5.238907103825135891e+01
3.475682087781731822e-01,5.471475409836065040e+01
3.973902728351127456e-01,5.655081967213113359e+01
4.492882562277581426e-01,5.789726775956282978e+01
4.949584816132860388e-01,5.961092896174863398e+01
6.008303677342824445e-01,6.438469945355191726e+01
6.983985765124557377e-01,6.805683060109288363e+01
8.021945432977464208e-01,6.989289617486338102e+01
9.018386714116253255e-01,7.099453551912567661e+01
9.973309608540927851e-01,7.221857923497267961e+01
1.198695136417556650e+00,7.405464480874316280e+01
1.395907473309608848e+00,7.552349726775955219e+01
1.599347568208778547e+00,7.699234972677595579e+01
1.798635824436536801e+00,7.821639344262294458e+01
2.002075919335706278e+00,7.919562841530054698e+01
