3.765690376569064135e-02,3.660397137127000544e+00
5.439330543933079687e-02,5.577358442207502875e+00
7.740585774058605928e-02,7.252690190751336807e+00
9.623430962343115791e-02,8.688904124510610671e+00
1.480333727598374116e-01,1.339048420315518761e+01
1.974811062565634545e-01,1.587439393930173814e+01
2.446740478643379957e-01,1.941441734999567004e+01
3.059736028665412944e-01,2.193706414757323131e+01
3.480751687151895091e-01,2.415580824669926585e+01
3.909127759248278711e-01,2.694333352861359643e+01
4.433084059507551578e-01,2.891985299968954948e+01
5.002149180318951061e-01,3.170720386228701670e+01
5.903063806171142680e-01,3.587122006342460168e+01
7.002709599490726244e-01,4.008939031495114591e+01
7.956619203334223123e-01,4.387006519215017164e+01
8.850909456937501307e-01,4.756735800362533695e+01
9.874476987447700083e-01,5.049634323719937612e+01
1.084484550386036306e+00,5.429714962655286570e+01
1.180537947995277337e+00,5.752560725665458818e+01
1.282553280628540016e+00,6.064745349093990257e+01
1.375956929338215673e+00,6.383538720979372982e+01
1.477309824746587008e+00,6.642268874946560686e+01
1.568726161781588635e+00,6.955432133558252872e+01
1.674716117764199597e+00,7.220452903802004130e+01
1.763482705899636072e+00,7.490594087233196774e+01
1.869472661882246589e+00,7.752356275001746155e+01
1.994010860161813836e+00,8.006793848048026518e+01
