cifname,ff_pressure(bar),ff_loading(mol/kg),ff_loading_dev(mol/kg),enthalpy_of_adsorption(kJ/mol),enthalpy_of_adsorption_dev(kJ/mol),POAV_A^3
RSM0531.cif,"[0.039460360456262, 0.055022534093827, 0.055022534093827, 0.10689644621904, 0.10689644621904, 0.14839557591921, 0.17433253198182, 0.18989470561938, 0.22101905289451, 0.25214340016964, 0.26770557380721, 0.29882992108233, 0.31957948593242, 0.38182818048268, 0.45445165745798, 0.57376165534597, 0.68788426202144, 0.89019251930978, 0.99912773477273, 1.1962486008485, 1.5023046823873]","[0.18326894854406, 0.25796743071066, 0.25385642921375, 0.52128833603072, 0.51924534335047, 0.76258661452523, 0.92119789259982, 0.98127855394266, 1.1683166153849, 1.3777692248244, 1.5234054149716, 1.6451260829319, 1.8480244384105, 2.1995692711274, 2.6886950657409, 3.4104551823104, 4.0179995017672, 4.9739949793281, 5.3742047307351, 5.9925560643568, 6.5715151642148]","[0.011444404955716, 0.021373322302119, 0.014501517138231, 0.015592285688661, 0.024880916264506, 0.031558616646981, 0.043412812872876, 0.052698222057916, 0.039692799942469, 0.085707474422857, 0.069767887122191, 0.096659299275282, 0.094758407223772, 0.07389800962937, 0.24098589224391, 0.32580099698478, 0.19634519012404, 0.18230447276245, 0.21867294068653, 0.27980901263115, 0.17779521868441]","[-23.4219237069, -23.468551711523, -23.421796496304, -23.984044881229, -24.095279073441, -24.371542407689, -24.46290505766, -24.514484797087, -24.830652432383, -25.087754192545, -25.630560142343, -26.111736965071, -25.870790368578, -26.12135167494, -26.904415537984, -27.656997164783, -28.680466521996, -30.1750017876, -31.010065600758, -32.003696091392, -33.446106191747]","[0.43167956232903, 0.49377716528232, 0.44185937824782, 0.33610586748481, 0.38588995036292, 0.57244272613138, 0.76710468683744, 0.4717221986647, 0.17255077199371, 0.29890421790427, 0.51667956232903, 1.3737925968422, 0.51107651758915, 0.6379006842766, 0.63503640883656, 1.0548083194067, 0.93744463013311, 0.58987298063572, 1.0988732466971, 1.7971997954653, 1.7610190649605]",672.067
